title,review_value,n_user_reviews,reviewer_name,reviewer_country,date_of_review,review_text,aircraft,traveller_type,seat_type,route,date_flown,seat_comfort_rating,cabin_staff_service_rating,food_and_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommendation,clean_review_text,clean_title,review_luggage_seats,review_time_delays,review_food_bev_crew,title_money_value,title_staff_delays
Germanwings customer review,9.0,,H Mutschler,Germany,2015-05-22,Flew Best Class from Hamburg to Cologne. Best is not business but it is a best Germanwings has to offer. You sit in row 1 to 3 and the middle seat is free so there is maximum of 12 travellers. You have access to LH lounge which is full in Hamburg Airport. There is a choice of finger food salat nuts and gummibears as well as hot and cold drinks beer wine and spirits. Boarding with priority. Was a little surprised by the food you get on board you can choose from the Germanwings card whatever you want for free if it is loaded. The best thing was the flight attendant who was nice and very friendly. She addressed everybody by name and was professional. At Cologne it took ages again until baggage arrived so no priority for our bags. This was my first Best-Class with Germanwings would fly them in this class again but I do prefer LH instead if it is possible.,,,Economy Class,,,5.0,5.0,4.0,1.0,,4.0,yes, fly good class hamburg cologne good business good offer sit row middle seat free maximum traveller access lounge hamburg airport choice finger food salat nut gummibear hot cold drink beer wine spirit board priority little surprised food board choose card want free load good thing attendant nice friendly address everybody professional cologne take age baggage arrive priority bag good class class prefer possible, customer,0.011692040599882603,0.010745564475655556,0.9775623679161072,0.5965211987495422,0.40347883105278015
Germanwings customer review,2.0,,J Eggers,Germany,2015-05-08,"Germanwings 9038 DUS-HAM May 6 yet another delay (and hopefully no cancellation to follow as it happens so often). The replacement of Lufthansa services that do not connect via Frankfurt or Munich with Germanwings has in my view turned out as a major downgrade. Aircraft layout (different seat pitch in economy in one and the same aircraft) and classes (no business class offering but instead a section labelled ""best"") seem quite incoherent. Delays are frequent sometimes with subsequent cancellations without explanations from unwelcoming ground staff. Miles & More status is worth less than on LH (no fast lane no lounge). It is as close to a true low cost carrier as LH could get. Luckily there are some routes left where you get to choose (e.g. on HAM-ZRH Swiss operates some proper flights).",,,Economy Class,,,2.0,1.0,1.0,1.0,,2.0,no, dus ham delay cancellation follow happen replacement lufthansa service connect frankfurt munich view turn major downgrade aircraft layout different seat pitch economy aircraft class business class offering section label incoherent delay frequent subsequent cancellation explanation unwelcome ground staff mile status worth fast lane lounge close true low cost carrier route leave choose ham zrh swiss operate proper, customer,0.9747403264045715,0.011823988519608974,0.013435712084174156,0.5967116951942444,0.403288334608078
Germanwings customer review,4.0,,H Mutschler,Germany,2015-05-01,CGN to HAM Airbus 320. Booked economy class I checked in early and my checked bag was a little overweight it had 24 kg since I booked my ticket via Lufthansa where I have a 23kg bag free. Staff made me take out one kilo out at the desk and I had a piece of hand luggage again since I had originally put my hand luggage into my checked bag as I did not want to have it with my on the flight. Flight was OK crew were nice. Only downturn was the nitpicking at the check-in.,,,Economy Class,,,3.0,2.0,0.0,0.0,,3.0,no, cgn ham airbus book economy class check checked bag little overweight book ticket lufthansa bag free staff kilo desk piece hand luggage hand luggage checked bag want crew nice downturn nitpicking check, customer,0.9588634371757507,0.018779180943965912,0.022357365116477013,0.5964776873588562,0.4035222828388214
Germanwings customer review,7.0,,Giacomo Cama,Italy,2015-02-24,I flew from Bologna to Berlin in February with Germanwings A319 the flight was on time no free food or drinks on board and very kind hostess. The seats were a bit small and a bit uncomfortable the plane and the toilet were very clean. When I returned back to Italy the flight was 60 mins delayed it was operated by flygermania.de. The food and drinks on board were free this time but the food was not very tasty. The seats a bit better (Bigger) but the plane was not clean. Overall it was a normal flight.,,,Economy Class,,,3.0,5.0,2.0,1.0,,3.0,yes, fly bologna berlin february time free food drink board hostess seat bit small bit uncomfortable plane toilet clean return italy min delay operate germania food drink board free time food tasty seat bit big plane clean normal, customer,0.016680123284459114,0.015503989532589912,0.9678158760070801,0.5964446067810059,0.40355542302131653
Germanwings customer review,8.0,,M Tobin,Canada,2015-01-26,DUS-PRG. Best value for your $$ when it comes to short haul flights. Short wait at check in staff at desk/flight crew were friendly helpful and outgoing seats had surprisingly more room than I expected and luggage was on the carousel quickly.,,,Economy Class,,,4.0,5.0,0.0,0.0,,5.0,yes, good value come short haul short wait check staff desk crew friendly helpful outgoing seat room expect luggage carousel, customer,0.41851261258125305,0.041419267654418945,0.5400681495666504,0.5964598059654236,0.4035402238368988
Germanwings customer review,10.0,,J Tinning,Austria,2015-01-05,13th December from Heathrow T2 to Vienna via Cologne. Really good crew and comfortable cabin for such a short flight. Transfer in Cologne/Bonn was easy and Germanwings agents very good. From Cologne to Vienna the flight was not so busy and seats were free. Another good crew and great flight. As you should expect in flight beverages not cheap. However the 3 fare types - basic: no free refreshments hand luggage only smart: checked bag included free refreshments (sandwich 2 drinks) best: different cabin checked bag unlimited free refreshments - is a good effective system. Cheap fares good airline will use again.,,,Economy Class,,,5.0,5.0,3.0,4.0,,5.0,yes, december heathrow vienna cologne good crew comfortable cabin short transfer cologne bonn easy agent good cologne vienna busy seat free good crew great expect beverage cheap fare type basic free refreshment hand luggage smart check bag include free refreshment sandwich drink good different cabin check bag unlimite free refreshment good effective system cheap fare good airline use, customer,0.024160239845514297,0.01137356273829937,0.9644662141799927,0.5964429974555969,0.4035570025444031
Germanwings customer review,2.0,,M Bracey,United Kingdom,2015-01-05,LHR-Berlin 29 December - an hour late leaving and on board staff did nothing to hurry up the boarding process. Virtually zero legroom in 'Basic' which might have been OK but the seats in front reclined. Returned 1 January and even that was 20 minutes late taking off and staff once again had a couldn't care less attitude during the board process. Cheap but cheerless.,,,Economy Class,,,1.0,1.0,3.0,0.0,,3.0,no, berlin december hour late leaving board staff hurry boarding process legroom basic seat recline return january minute take staff couldn care attitude board process cheap cheerless, customer,0.02562033012509346,0.8870431184768677,0.08733651787042618,0.5964875817298889,0.4035124182701111
Germanwings customer review,9.0,,R Brandenburg,Germany,2014-12-31,Just one hop from Berlin TXL to Paris CDG on early Saturday morning. Departure delayed by more than 20 minutes because the nighty ice on the planewings had to be removed first. But nevertheless arrival in time! Very good value for money booking and checking-in via internet were a breeze staff friendly bought aboard a tasty sandwich and blacked water called coffee seating comfort quite fine but also depending on your neighbours in front and behind. Overall a good impression felt more like on Lufthansa than on a cheap carrier. I like the new design very much!,,,Economy Class,,,4.0,5.0,4.0,3.0,,5.0,yes, hop berlin txl paris cdg early saturday morning departure delay minute nighty ice planewing remove arrival time good value money booking check internet breeze staff buy tasty sandwich blacked water call coffee seat comfort depend neighbour good impression feel lufthansa cheap carrier like new design, customer,0.17919261753559113,0.017074206843972206,0.803733229637146,0.5964202880859375,0.4035796821117401
Germanwings customer review,7.0,,Robert Wolf,United Kingdom,2014-12-22,Flew at the end of October from London via Dusseldorf to Vienna. Both flights were on time. However I upgraded myself to a Smart fare. The legroom is decent however I wish I would benefit at Boarding. No Priority Boarding anywhere. I understand you pay for the Extra Legroom however I still believe we should board before other Economy passengers. The food is horrible. I did not touch it. I don't recommend it. The seats were ok and the crew could be a bit friendlier. Overall I would consider it again however some improvements to be done.,,,Economy Class,,,3.0,3.0,1.0,1.0,,3.0,yes, fly end october london dusseldorf vienna time upgrade smart fare legroom decent wish benefit board priority board understand pay extra legroom believe board economy passenger food horrible touch don recommend seat crew bit consider improvement, customer,0.021061724051833153,0.016346637159585953,0.9625915884971619,0.5964661836624146,0.40353384613990784
Germanwings customer review,8.0,,Tony Quinn,United Kingdom,2014-12-22,"LHR-STR-LHR. First time using GW and was quite impressed. Price was good (especially as it was from Heathrow). Plane was fine and as we had a ""Smart"" fare we got 32 inch leg room and a 23 kg bag which was excellent. Seats were the modern ""thin"" style which was OK for such a short flight but I'm not sure I'd like to do more than two hours. Staff on both flights were efficient rather than friendly which they probably needed to be on such a short flight. The smart fare also included a a drink and a snack and to be honest I wish they hadn't bothered because it was quite definitely the worst inflight meal I have had in over 40 years of flying. The ""snack"" consisted of a sandwich of turkey in soggy brown bread which was totally inedible a small bottle of water and a tiny Toblerone chocolate. I also made the mistake of having tea which was tepid dishwater. My tip would be to avoid the sandwich and have juice to drink. This was really a small disappointment in an otherwise excellent experience and I would have no qualms about recommending Germanwings.",,,Economy Class,,,4.0,4.0,2.0,0.0,,5.0,yes, str time impressed price good heathrow plane fine smart fare get inch leg room bag excellent seat modern thin style short sure like hour staff efficient friendly need short smart fare include drink snack honest wish hadn bother bad meal year e snack consist sandwich turkey soggy brown bread inedible small bottle water tiny toblerone chocolate mistake have tea dishwater tip avoid sandwich juice drink small disappointment excellent experience qualm recommend, customer,0.8019475936889648,0.0,0.18914638459682465,0.5965020656585693,0.40349793434143066
Germanwings customer review,8.0,,C Miller,Germany,2014-12-18,Regular on HAM-BHX which is Germanwings operated by Eurowings Bombardier CRJ 900 jets. Flight has never been delayed by more than 20mins (>30 flights) and staff are friendly. I was able to get some very cheap tickets for this route so I cannot complain. My only gripe is the bus boarding and de-boarding at HAM. FlyBE connects to an airbridge both at BHX and HAM which is much preferable.,,,Economy Class,,,4.0,3.0,4.0,3.0,,5.0,yes, regular ham bhx operate eurowing bombardi crj jet delay min staff friendly able cheap ticket route complain gripe bus boarding boarding ham connect airbridge bhx ham preferable, customer,0.9525600671768188,0.02217264287173748,0.025267351418733597,0.5965306758880615,0.40346938371658325
Germanwings customer review,2.0,,Johannes Meunier,Germany,2014-11-06,Flight Stuttgart-Hamburg. Was regular user of LH flights since they put GW in place I do everything I can to avoid this airline. No value for money and cost are usually higher than alternative carriers. Other carriers offer way better service and value for money. I specifically dislike the fact that on the majority of the flights I have been using seats were broken (once you lean back they recline) and airplane interior was poor condition / not cleaned. On my last trip I advised the steward on board on a chewing gum sticking to the emergency exit seat and asked him to ensure it is being removed on the next cleaning cycle. The answer was that he was not cleaning the airplane. Think that shows the service mindset. Not up to what I was used to from LH I also experienced a large share of delayed flights.,,,Economy Class,,,3.0,2.0,2.0,0.0,,1.0,no, stuttgart hamburg regular user place avoid airline value money cost high alternative carrier carrier offer way well service value money dislike fact majority seat break lean recline airplane interior poor condition clean trip advise steward board chew gum sticking emergency exit seat ask ensure remove cleaning cycle answer clean airplane think show service mindset experience large share delay, customer,0.010866643860936165,0.01247731875628233,0.9766560792922974,0.5964846611022949,0.4035153090953827
Germanwings customer review,10.0,,Eunice Cranmer,United Kingdom,2014-11-03,Went with Germanwings from Manchester to Cologne 21st October returned 28th October first time with this airline very satisfied and would definitely recommend to friends flights on time and staff very helpful.,,,Economy Class,,,5.0,5.0,5.0,0.0,,5.0,yes, go manchester cologne october return october time airline satisfied recommend friend time staff helpful, customer,0.9058675169944763,0.050955966114997864,0.04317653551697731,0.5964850187301636,0.4035149812698364
Germanwings customer review,2.0,,J Prust,Germany,2014-09-27,Cologne/Bonn to Manchester and return. Both legs of the journey were late. On both occasions we were called to the gate on time and then waited and waited. At least at Cologne Bonn there are seats and toilets at the gates in Manchester we were left standing for over an hour. No information from the airline and no apology - very poor show. Sadly this lack of customer service is my experience with Lufthansa short haul generally (GW are part of Lufthansa) which is why I avoid them for short haul flights these days. On short flights my priority is punctuality and here they are sadly lacking. A319 both ways which I find more comfortable than the 737s but that is the only positive thing I can find to say about the experience. Food and drink on board was pricey and not great quality - nowhere near as good value as Ryanair (never thought I'd write those words!). Next time we'll stick with Ryanair - the planes are less comfortable but that's not so significant when the flight only lasts 90 minutes and they are much more likely to get you to your destination on time!,,,Economy Class,,,4.0,2.0,2.0,0.0,,2.0,no, cologne bonn manchester return leg journey late occasion call gate time wait wait cologne bonn seat toilet gate manchester leave stand hour information airline apology poor lack customer service experience lufthansa short haul lufthansa avoid short haul day short priority punctuality lack way find comfortable positive thing find experience food drink board pricey great quality good value ryanair think write word time stick ryanair plane comfortable significant last minute likely destination time, customer,0.01031238492578268,0.8854159712791443,0.10427162796258926,0.5964385867118835,0.40356147289276123
Germanwings customer review,10.0,,Ameil Paul,United Kingdom,2014-09-17,"Flew London Heathrow - Cologne Bonn on Monday 8th September. Had checked in online and printed my boarding card 2 days before but as I had a suitcase to go in the hold I still needed to queue at the baggage drop-off point/check in desk. Flight left on time and was smooth throughout. The plane seemed new and was clean. My fare included a snack (choice of cheese or ham roll) a small packet with 3 boiled sweets (not quite sure why) and a small bottle of water. I chose the cheese sandwich which was ""ok but could be better"". After the complimentary snack service the crew came round offering hot and cold drinks - including alcoholic drinks - although not sure if any of these were complimentary. We landed 1 hour after departure from Heathrow slightly less time than advertised. I have scored the in-flight entertainment a 1 purely because being a short flight there wasn't any and the website won't allow me to submit my review without a score. Based on my experience I would consider flying with German Wings again.",,,Economy Class,,,4.0,3.0,2.0,1.0,,4.0,yes, fly london heathrow cologne bonn monday september check print boarding card day suitcase hold need queue baggage drop point check desk leave time smooth plane new clean fare include snack choice cheese ham roll small packet boil sweet sure small bottle water choose cheese sandwich well complimentary snack service crew come round offer hot cold drink include alcoholic drink sure complimentary land hour departure heathrow time advertise score entertainment short wasn website win allow submit score base experience consider e german wing, customer,0.10201433300971985,0.0,0.8882081508636475,0.5964593291282654,0.4035407304763794
Germanwings customer review,,,A Firth,United Kingdom,2014-09-09,I am writing this on behalf of my wife who is currently flying the wrong way across Europe due to the incompetence of this shambolic operation. She was booked to fly from Hanover to London Stansted. There was a short delay and the passengers got on. The passengers were then told to get off as astonishingly the crew needed to finish their shift. They were left waiting for three hours without any information. When they re-boarded the flight they were told they would be flying to Cologne instead of London to pick up more passengers. A bit like one of those cheap taxi buses I guess. Hopefully she'll make it home before I have to go to work tomorrow. Looking at the other reviews I would seriously think twice before booking with this outfit.,,,Economy Class,,,3.0,2.0,1.0,0.0,,2.0,no, write behalf wife e wrong way europe incompetence shambolic operation book hanover london stanste short delay passenger get passenger tell crew need finish shift leave wait hour information board tell e cologne london pick passenger bit cheap taxi bus guess work tomorrow look think book outfit, customer,0.013642742298543453,0.9723618030548096,0.013995412737131119,0.596502423286438,0.4034976363182068
Germanwings customer review,5.0,,Juraj Kovac,Czech Republic,2014-09-06,Hamburg to Prague late Monday morning. This segment was part of a larger Lufthansa itinerary though clearly advertised as a 4U flight. The catch here is that Germanwings out of Hamburg is actually operated by Eurowings CRJ900s which is an absolute letdown compared to the usual A320s. The staff are enthusiastic about offering refreshments though - unlike Lufthansa proper - these are strictly for sale and are perhaps pushed too hard. There was nothing intrinsically wrong with the flight expect for the tight and cramped airplane these flights just don't measure up to the level of service across the LH network.,,,Economy Class,,,1.0,3.0,2.0,1.0,,4.0,no, hamburg prague late monday morning segment large lufthansa itinerary advertise catch hamburg operate eurowing crjs absolute letdown compare usual staff enthusiastic offer refreshment lufthansa proper sale push wrong expect tight cramp airplane measure level service network, customer,0.9636667370796204,0.015860946848988533,0.020472336560487747,0.596459150314331,0.40354084968566895
Germanwings customer review,,,S Hopkinson,United Kingdom,2014-08-14,Due to fly from London Heathrow to Berlin Tegel on 20 July. Initially the flight was delayed for about 1 hour. This was later extended to 3.5 hours and then the flight was cancelled. Offered overnight accommodation at a hotel nearby. Told to come back for the next available flight to Berlin which was 24 hours later! After arguing at the ticket desk we were offered a morning flight to Stuttgart with onward transfer to Berlin. No word of apology. Luggage was lost at the airport and arrived 4 days later in Berlin after making numerous telephone calls and speaking to the Chief Executive of baggage handling company. Germanwings told us nothing and made no effort to contact us regarding the missing luggage or offer any form of compensation. Will never fly with this airline again.,,,Economy Class,,,3.0,1.0,2.0,0.0,,1.0,no, london heathrow berlin tegel delay hour extend hour cancel offer overnight accommodation hotel tell come available berlin hour argue ticket desk offer morning stuttgart onward transfer berlin word apology luggage lose airport arrive day berlin make numerous telephone call speak chief executive baggage handle company tell effort contact miss luggage offer form compensation airline, customer,0.8343371748924255,0.1545412540435791,0.011121544055640697,0.596534013748169,0.40346601605415344
Germanwings customer review,10.0,,Fischer Felix,Austria,2014-07-25,I flew from Vienna to Hamburg and return with Germanwings because Lufthansa doesn't fly there anymore and the Austrian flight times didn't fit my plans. I was pleasantly surprised that Germanwings already has the new LH and OS seats. Overall the journey was really good. The flights were on time the crew very friendly and funny and the catering was also very good! I think I would choose Germanwings on further journeys!,,,Economy Class,,,4.0,3.0,5.0,1.0,,4.0,yes, fly vienna hamburg return lufthansa doesn austrian time didn fit plan surprised new seat journey good time crew friendly funny catering good think choose journey, customer,0.028359439224004745,0.5512686371803284,0.42037197947502136,0.5964174270629883,0.4035825729370117
Germanwings customer review,10.0,,A Wilson,United Kingdom,2014-07-25,Flew from LHR to TXL on 14/7/14. Could not complain about a single aspect of this flight considering it was just over an hour paid extra for seat choice and a snack and both went off without a hitch. Departed on time and landed on time staff were fine everything was fine. Will look at flying Germanwings again should I have cause to return to Germany.,,,Economy Class,,,4.0,4.0,3.0,0.0,,5.0,yes, fly lhr txl complain single aspect consider hour pay extra seat choice snack go hitch depart time land time staff fine fine look e return germany, customer,0.8493674993515015,0.024931328371167183,0.12570112943649292,0.5964194536209106,0.40358054637908936
Germanwings customer review,7.0,,Max Nolte,Germany,2014-07-22,As Germanwings is the Low-Cost carrier of Lufthansa it is of course better not to choose them for flights longer than 3hrs. I bought a ticket for EUR 150 - DUS-PMI-DUS (smart tariff) and was very satisfied with the service. Very friendly staff and for a 2hr flight spacious seats. With smart tariff you have 1 x luggage and 1 x meal included. The snack is ok. Nothing special.,,,Economy Class,,,3.0,4.0,4.0,3.0,,4.0,yes, low cost carrier lufthansa course choose long buy ticket eur dus smart tariff satisfied service friendly staff spacious seat smart tariff luggage meal include snack special, customer,0.945055365562439,0.021105118095874786,0.03383949026465416,0.5964314937591553,0.40356847643852234
Germanwings customer review,8.0,,D Graubard,United States,2014-07-10,Flew from Brussels to Stuttgart non-stop on 4 June 2014. Flight was on-time and comfortable. Flight attendants were very friendly and social with the passengers. Sandwich and drink provided per my fare paid and it was delicious. Convenience of a non-stop flight saved a lot of time - landed and bussed to the terminal quickly. Hadn't flown Germanwings in 5 years and was nice to enjoy them again.,,,Economy Class,,,4.0,5.0,4.0,2.0,,4.0,yes, fly brussel stuttgart non stop june time comfortable attendant friendly social passenger sandwich drink provide fare pay delicious convenience stop save lot time land buss terminal hadn fly year nice enjoy, customer,0.01916118524968624,0.023777376860380173,0.9570614695549011,0.5965165495872498,0.40348342061042786
Germanwings customer review,3.0,,H Michiel,Netherlands,2014-07-08,Germanwings took over the service on Dusseldorf - Basel route from Lufthansa. I am a business traveller and normally book my flights 2 weeks in advance. I flew with Lufthansa for >1 year. Since Germanwings took over the average price of tickets has increased for me by +/- 50%. With Lufthansa prices were between 180-300 euros with Germanwings there are almost never,,,Economy Class,,,3.0,3.0,3.0,0.0,,1.0,no, take service dusseldorf basel route lufthansa business traveller book week advance fly lufthansa year take average price ticket increase lufthansa price euro, customer,0.032393213361501694,0.0274223443120718,0.9401844143867493,0.5965284705162048,0.40347158908843994
Germanwings customer review,9.0,,Eelco van den Heuvel,Netherlands,2014-06-03,CGN-ZRH return. Living close to the German border I can choose from three airports (AMS DUS CGN) and five airlines to fly to Zurich. Germanwings was by far the cheapest and I don't mind missing a drink on a 55 min flight. Paid 166 rtn for 2 incl one bag. Flights bang on time seat pitch ok thanks to new thinner seats good information from the cockpit. I just don't understand why they park near an aerobridge at CGN and directing us into a bus. Probably airport policy but maybe Germanwings can sort this out with CGN.,,,Economy Class,,,3.0,3.0,1.0,1.0,,5.0,yes, zrh return live german border choose airport ams cgn airline zurich cheap don mind miss drink min pay rtn incl bag bang time seat pitch thank new thinner seat good information cockpit don understand park aerobridge cgn direct bus airport policy sort cgn, customer,0.9678279161453247,0.017978128045797348,0.0141939427703619,0.596497118473053,0.403502881526947
Germanwings customer review,5.0,,A Maynard,United Kingdom,2014-05-28,"First time I have used Germanwings for connecting flights (via Hamburg). The APP does not work properly. They are unable to issue both boarding cards on check in causing unnecessary inconvenience. Their ""Live"" Twitter response averages 24 hours to reply. Cabin crew spend most time behind front galley curtains. Also fail to do proper cabin secure checks prior to landing. Seats new ultra thin models OK for short flights. Seat pitch OK on the extra space seats. Smart fare snack boring and repetitive. They have taken over a lot of Lufthansa routes and to be honest they are not really geared up for it. Poor ground handling and communications.",,,Economy Class,,,3.0,2.0,2.0,0.0,,3.0,no, time connect hamburg app work unable issue board card check cause unnecessary inconvenience live twitt response average hour reply cabin crew spend time galley curtain fail proper cabin secure check landing seat new ultra thin model short seat pitch extra space seat smart fare snack boring repetitive take lot lufthansa route honest gear poor ground handling communication, customer,0.9773913621902466,0.010566658340394497,0.012042002752423286,0.5964855551719666,0.40351438522338867
Germanwings customer review,2.0,,B Lucking,United Kingdom,2014-05-25,Shocking customer service only channel for any complaint is the customer helpline which they charge you to call! - after 1/2 hr the line just cuts off. Still trying to contact German wings for a refund of my flight which was cancelled due to German industrial action. I'm a regular traveller on Stansted to Stuttgart route and since the strike 7 out of the last 8 flights have been delayed by 1/2hr or more. If there was another flight operator on this route I'd be choosing them instead but I'm stuck with poor service and inefficiency on Germanwings.,,,Economy Class,,,3.0,2.0,3.0,0.0,,1.0,no, shocking customer service channel complaint customer helpline charge line cut try contact german wing refund cancel german industrial action regular traveller stanste stuttgart route strike delay operator route choose stick poor service inefficiency, customer,0.02342228591442108,0.5454695820808411,0.43110814690589905,0.5964849591255188,0.403515100479126
Germanwings customer review,9.0,,Steven Cal,China,2014-05-03,Prague-Cologne May 1 on brand new A319. Flight departed and arrived on time very clean cabin spacious legroom and comfortable seat. I paid smart price which include a sandwich/small bottle water/one time juice or soft drink service cabin crew friendly and efficient. Will fly with 4U again definitely.,,,Economy Class,,,5.0,5.0,3.0,0.0,,4.0,yes, prague cologne brand new depart arrive time clean cabin spacious legroom comfortable seat pay smart price include sandwich small bottle water time juice soft drink service cabin crew friendly efficient, customer,0.02257022261619568,0.018768101930618286,0.958661675453186,0.5964882373809814,0.40351173281669617
Germanwings customer review,4.0,,Mark Simons,United Kingdom,2014-04-03,"Flew out of LHR to Cologne. As the strike was due to start I asked at check in and the ticket desk to be told ""we have no news and if you get on this flight and the return is cancelled it's your fault""! Charming service. Low and behold as soon as we landed I got a text saying the return had been cancelled. Flight itself was fine swift boarding and the luxury of the happy-snack. On time landing with bags off quickly so flight gets a 9 customer service a 1.",,,Economy Class,,,3.0,4.0,4.0,0.0,,3.0,no, fly lhr cologne strike start ask check ticket desk tell news return cancel fault charming service low behold land get text say return cancel fine swift boarding luxury happy snack time land bag get customer service, customer,0.9380083084106445,0.043950337916612625,0.01804135926067829,0.5964257717132568,0.40357422828674316
Germanwings customer review,7.0,,J Atchison,Germany,2014-03-06,4U3375 22/2/14. STN-HAJ. Low cost low service. But all in all good flight. Plane was half empty had 2 rows to myself. Seats were uncomfortable. Same as Lufthansa has. After an hour my back hurt.,,,Economy Class,,,1.0,1.0,1.0,1.0,,4.0,yes, stn low cost low service good plane row seat uncomfortable lufthansa hour hurt, customer,0.895837128162384,0.04035474732518196,0.06380808353424072,0.5965315699577332,0.4034684896469116
Germanwings customer review,,,C Dong,Germany,2014-03-04,We used Germanwings for the first and last time last weekend. Our flight from Berlin TXL to Nuernberg on 2nd March 2014 flight number 4U8062 I checked in online prior to the flight. Arrived at the airport 1 hour early we were informed that the flight was delayed so we sat at the waiting area 15 meters away from the departing gate Tegel D75. There was no announcement for the Nuernberg flight and the next time we asked we were told the flight had already departed. Of course there was no Germanwing personnel to be found and we went to the Lufthansa/Germanwing service counter and were told the plane was boarding! So we run back only to find that the plane had already departed! We run back again to the service counter. In the end we bought tickets with another airline the same day 1 hour later. I would not take Germanwings again and would not recommend it.,,,Economy Class,,,1.0,0.0,0.0,1.0,,1.0,no, time weekend berlin txl nuernberg march number check online arrive airport hour inform delay sit wait area meter depart gate tegel announcement nuernberg time ask tell depart course personnel find go lufthansa service counter tell plane board run find plane depart run service counter end buy ticket airline day hour recommend, customer,0.904824435710907,0.08221977204084396,0.012955795042216778,0.5964818000793457,0.4035181999206543
Germanwings customer review,3.0,,H Mutschler,Germany,2014-02-07,Flew Cologne to Hamburg booked on Lufthansa webpage and ended up in Germanwings. Prices for ticket does not match the service offered. No newspaper at the gate or in the plane. Had smart ticket with more legroom and a little snack. Well the snack was one cheese or ham bun with a tiny little bottle of water with no glass a chocolate drop. Only one drink offered as well and only hot or soft drink no beer like Lufthansa. Was booked on middle seat even my account stated that I prefer aisle seat.,,,Economy Class,,,5.0,3.0,1.0,1.0,,2.0,no, fly cologne hamburg book lufthansa webpage end price ticket match service offer newspaper gate plane smart ticket legroom little snack snack cheese ham bun tiny little bottle water glass chocolate drop drink offer hot soft drink beer lufthansa book middle seat account state prefer aisle seat, customer,0.015963470563292503,0.012371384538710117,0.9716652035713196,0.5964996814727783,0.40350037813186646
Germanwings customer review,7.0,,Hans Roloff,Germany,2014-01-25,"CGN-LIS booked long ago (05/2013) when their new fare scheme (Smart Best etc.) was not implemented yet thus I sat in seat 1F with generous legroom but got only a few points credited. But it was a good price and a generally acceptable standard as far as baggage allowance seat quality etc. is concerned. Flight left a little late no apology or reason given but with good tailwinds we made an on time arrival. Service on board was ok although the quality of their turkey salami sandwich is well below my standard it's just the fluffy British-American sandwich style not using the crispy rolls we like in Germany. On such ""longer flights"" of more than two hours they should offer a pasta or a similar hot dish as their parent company does on similar routes. Beverages were served as well - standard ones free of charge special ones or alcoholic drinks for a hefty price which is unacceptable to me (almost five Euros for a small bottle of wine (187 ml) in a plastic glass). No newspapers or other ""entertainment"". Friendly and efficient service. I have to tell myself again and again: you get what you paid for - and that's what I did on this flight.",,,Economy Class,,,5.0,4.0,3.0,0.0,,3.0,yes, lis book new fare scheme smart good etc implement sit seat generous legroom get point credit good price acceptable standard baggage allowance seat quality concern leave little late apology reason give good tailwind time arrival service board quality turkey salami sandwich standard fluffy british american sandwich style crispy roll like germany long hour offer pasta similar hot dish parent company similar route beverage serve standard one free charge special one alcoholic drink hefty price unacceptable euro small bottle wine plastic glass newspaper entertainment friendly efficient service tell pay, customer,0.9467967748641968,0.0,0.04618995636701584,0.5964241027832031,0.4035758972167969
Germanwings customer review,,,R Dhillon,Germany,2014-01-25,I have now started realising what game Germanwings are playing with their paying customers. On three occasions now I have taken Germanwings return flights to Brussels. On every occasion the flight has been cancelled on the return journey to Stuttgart. This is because they do not have a full flight (around 50-100 passengers max) and therefore they make an excuse about a technical problem and shift passengers to the next scheduled flight which is also not full in order to send one flight to Stuttgart full of passengers but over three hours delayed. They are being greedy and looking after their profits and with no care for the passengers who need to get to their destinations or connecting flights. This is an absolute fraud and Germanwings are an insult to the passengers. Horrendous customer service always no manager to be found and just one or two ground staff passing on messages to frustrated passengers.,,,Economy Class,,,3.0,2.0,2.0,1.0,,3.0,no, start realise game play pay customer occasion take return brussel occasion cancel return journey stuttgart passenger max excuse technical problem shift passenger schedule order send stuttgart passenger hour delay greedy look profit care passenger need destination connect absolute fraud insult passenger horrendous customer service manager find ground staff pass message frustrated passenger, customer,0.011127658188343048,0.9785794019699097,0.010292928665876389,0.5965319275856018,0.4034680426120758
Germanwings customer review,1.0,,R Schmidt,Germany,2014-01-07,Flight from Barcelona to Stuttgart: The plane arrived delayed the ground seemed not be able to cope with the situation. The flight was very rough. We arrived late and I had to wait one hour for the next train at Stuttgart main station. Never again!,,,Economy Class,,,2.0,1.0,1.0,1.0,,1.0,no, barcelona stuttgart plane arrive delay ground able cope situation rough arrive wait hour train stuttgart main station, customer,0.0334482342004776,0.9354038834571838,0.031147871166467667,0.5964084267616272,0.4035915732383728
Germanwings customer review,10.0,,J Krautmacher,Germany,2013-12-16,We (2 adults) flew from CGN to ZHR in SMART. The flight was surprisingly very good. Much legroom in rows 1 to 10 nice and friendly flight attendants. The snack was quite okay. Price was fine in future we will be flying Germanwings if possible.,,,Economy Class,,,5.0,5.0,4.0,0.0,,4.0,yes, adult fly cgn zhr smart good legroom row nice friendly attendant snack okay price fine future e possible, customer,0.6605874300003052,0.03084612637758255,0.30856645107269287,0.5965307354927063,0.4034692347049713
